file_path,focus_score,status
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site4_FITC_Day1.png,1255.3976734067608,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_TRITC_Day1.png,8141.341462244037,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site1_TRITC_Day0.png,3236.4053680937063,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_FITC_Day0.png,9321.170803646612,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site2_TRITC_Day0.png,5111.832365299045,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site1_FITC_Day0.png,9254.248384490735,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_FITC_Day1.png,1595.0875158129772,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_FITC_Day1.png,766.2948619290738,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site4_TRITC_Day2.png,9348.683024386282,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site3_TRITC_Day1.png,9297.862130210598,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site3_FITC_Day1.png,3502.229518996943,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site4_TRITC_Day1.png,7373.980992601743,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_TRITC_Day2.png,6807.425813295691,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site3_TRITC_Day1.png,9963.116855418042,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_FITC_Day0.png,23.268171396557104,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site3_FITC_Day1.png,226.90876710197622,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site2_FITC_Day1.png,6329.0143799385805,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_FITC_Day2.png,1090.1790465722124,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site2_TRITC_Day1.png,8858.979356633385,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site3_TRITC_Day2.png,9715.001126667756,OK
