file_path,mean_score,bg_mean,sig_mean,sbr_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_TRITC_Day0.png,69.85,67.0,98.0,1.463
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_TRITC_Day1.png,95.49,92.0,128.0,1.391
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_TRITC_Day2.png,111.31,112.0,150.0,1.339
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_FITC_Day0.png,100.78,103.0,131.0,1.272
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_FITC_Day1.png,47.37,43.0,81.0,1.884
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_FITC_Day2.png,76.48,77.0,111.0,1.442
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_TRITC_Day0.png,59.15,57.0,81.0,1.421
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_TRITC_Day1.png,88.96,89.0,121.0,1.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_TRITC_Day2.png,115.73,117.0,153.0,1.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_FITC_Day0.png,113.17,112.0,151.0,1.348
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_FITC_Day1.png,64.19,60.0,98.0,1.633
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_FITC_Day2.png,44.48,44.0,65.0,1.477
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_TRITC_Day0.png,50.21,49.0,75.0,1.531
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_TRITC_Day1.png,103.33,102.0,138.0,1.353
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_TRITC_Day2.png,83.65,83.0,113.0,1.361
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_FITC_Day0.png,96.7,93.0,131.0,1.409
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_FITC_Day1.png,28.69,26.0,48.0,1.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_FITC_Day2.png,26.59,24.0,45.0,1.875
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_TRITC_Day1.png,72.43,69.0,98.0,1.42
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_TRITC_Day0.png,47.63,45.0,78.0,1.733
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_TRITC_Day2.png,67.16,67.0,91.0,1.358
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_FITC_Day0.png,93.6,96.0,124.0,1.292
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_FITC_Day1.png,38.42,35.0,64.0,1.829
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_FITC_Day2.png,40.43,38.0,67.0,1.763
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_TRITC_Day0.png,41.07,38.0,64.0,1.684
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_TRITC_Day1.png,91.86,93.0,124.0,1.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_TRITC_Day2.png,102.68,99.0,142.0,1.434
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_FITC_Day0.png,96.2,96.0,131.0,1.365
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_FITC_Day1.png,40.95,37.0,76.0,2.054
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_FITC_Day2.png,25.43,23.0,42.0,1.826
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_TRITC_Day0.png,44.6,41.0,78.0,1.902
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_TRITC_Day1.png,95.91,93.0,128.0,1.376
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_TRITC_Day2.png,69.57,71.0,94.0,1.324
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_FITC_Day0.png,62.71,63.0,85.0,1.349
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_FITC_Day1.png,33.02,27.0,70.0,2.593
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_FITC_Day2.png,62.19,58.0,95.0,1.638
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_TRITC_Day0.png,22.66,20.0,43.0,2.15
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_TRITC_Day1.png,77.64,74.0,108.0,1.459
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_TRITC_Day2.png,105.9,105.0,142.0,1.352
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_FITC_Day0.png,122.81,125.0,167.0,1.336
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_FITC_Day1.png,51.58,51.0,73.0,1.431
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_FITC_Day2.png,103.47,103.0,138.0,1.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_TRITC_Day0.png,128.72,130.0,166.0,1.277
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_TRITC_Day1.png,96.09,95.0,125.0,1.316
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_TRITC_Day2.png,77.05,76.0,104.0,1.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_FITC_Day0.png,83.85,83.0,123.0,1.482
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_FITC_Day1.png,50.8,50.0,72.0,1.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_FITC_Day2.png,104.44,102.0,138.0,1.353
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_TRITC_Day0.png,111.35,110.0,151.0,1.373
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_TRITC_Day1.png,103.9,103.0,138.0,1.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_TRITC_Day2.png,96.18,95.0,130.0,1.368
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_FITC_Day0.png,83.32,82.0,120.0,1.463
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_FITC_Day1.png,81.07,82.0,112.0,1.366
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_FITC_Day2.png,116.3,117.0,153.0,1.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_TRITC_Day0.png,106.26,104.0,145.0,1.394
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_TRITC_Day1.png,110.02,113.0,149.0,1.319
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_TRITC_Day2.png,103.01,101.0,136.0,1.347
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_FITC_Day0.png,71.55,70.0,108.0,1.543
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_FITC_Day1.png,81.78,80.0,115.0,1.437
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_FITC_Day2.png,105.36,106.0,142.0,1.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_TRITC_Day0.png,101.48,99.0,141.0,1.424
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_TRITC_Day1.png,112.02,112.0,150.0,1.339
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_TRITC_Day2.png,49.74,50.0,68.0,1.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_FITC_Day0.png,83.06,83.0,121.0,1.458
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_FITC_Day1.png,83.29,82.0,119.0,1.451
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_FITC_Day2.png,102.52,102.0,138.0,1.353
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_TRITC_Day0.png,96.72,95.0,133.0,1.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_TRITC_Day1.png,111.6,114.0,154.0,1.351
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_TRITC_Day2.png,75.43,73.0,105.0,1.438
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_FITC_Day0.png,100.84,101.0,142.0,1.406
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_FITC_Day1.png,70.92,70.0,103.0,1.471
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_FITC_Day2.png,95.24,92.0,128.0,1.391
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_TRITC_Day0.png,111.39,110.0,154.0,1.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_TRITC_Day1.png,118.33,121.0,161.0,1.331
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_TRITC_Day2.png,35.9,36.0,50.0,1.389
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_FITC_Day0.png,72.38,71.0,109.0,1.535
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_FITC_Day1.png,69.67,69.0,102.0,1.478
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_FITC_Day2.png,102.82,99.0,135.0,1.364
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_TRITC_Day0.png,88.43,86.0,124.0,1.442
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_TRITC_Day1.png,102.44,101.0,142.0,1.406
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_TRITC_Day2.png,44.44,44.0,63.0,1.432
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_FITC_Day0.png,101.9,101.0,150.0,1.485
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_FITC_Day1.png,77.54,76.0,110.0,1.447
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_FITC_Day2.png,104.47,105.0,142.0,1.352
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_TRITC_Day0.png,106.46,105.0,146.0,1.39
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_TRITC_Day1.png,114.74,118.0,157.0,1.331
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_TRITC_Day2.png,56.18,56.0,78.0,1.393
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_FITC_Day0.png,16.72,9.0,65.0,7.222
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_FITC_Day1.png,18.73,10.0,65.0,6.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_FITC_Day2.png,27.61,18.0,84.0,4.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_TRITC_Day0.png,16.12,10.0,55.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_TRITC_Day1.png,19.05,7.0,78.0,11.143
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_TRITC_Day2.png,26.49,17.0,79.0,4.647
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_FITC_Day0.png,9.34,8.0,11.0,1.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_FITC_Day1.png,14.3,10.0,40.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_FITC_Day2.png,32.39,22.0,93.0,4.227
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_TRITC_Day0.png,11.32,10.0,14.0,1.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_TRITC_Day1.png,11.76,7.0,39.0,5.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_TRITC_Day2.png,36.85,27.0,94.0,3.481
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_FITC_Day0.png,22.5,9.0,91.0,10.111
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_FITC_Day1.png,25.9,16.0,77.0,4.812
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_FITC_Day2.png,36.1,27.0,96.0,3.556
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_TRITC_Day0.png,14.43,7.0,52.0,7.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_TRITC_Day1.png,27.23,15.0,88.0,5.867
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_TRITC_Day2.png,37.27,29.0,92.0,3.172
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_FITC_Day0.png,15.02,8.0,61.0,7.625
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_FITC_Day1.png,28.68,16.0,88.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_FITC_Day2.png,27.09,20.0,75.0,3.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_TRITC_Day0.png,16.49,11.0,57.0,5.182
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_TRITC_Day1.png,26.44,13.0,90.0,6.923
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_TRITC_Day2.png,27.82,21.0,71.0,3.381
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_FITC_Day0.png,15.68,13.0,26.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_FITC_Day1.png,17.36,8.0,61.0,7.625
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_FITC_Day2.png,57.64,48.0,146.0,3.042
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_TRITC_Day0.png,13.26,11.0,21.0,1.909
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_TRITC_Day1.png,31.35,14.0,123.0,8.786
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_TRITC_Day2.png,29.9,25.0,74.0,2.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_FITC_Day0.png,25.7,14.0,101.0,7.214
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_FITC_Day1.png,13.06,6.0,50.0,8.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_FITC_Day2.png,57.6,42.0,180.0,4.286
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_TRITC_Day0.png,11.74,7.0,41.0,5.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_TRITC_Day1.png,31.95,13.0,140.0,10.769
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_TRITC_Day2.png,21.96,15.0,61.0,4.067
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_FITC_Day0.png,41.54,19.0,160.0,8.421
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_FITC_Day1.png,22.06,16.0,62.0,3.875
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_FITC_Day2.png,56.87,44.0,155.0,3.523
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_TRITC_Day0.png,17.63,8.0,63.0,7.875
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_TRITC_Day1.png,46.61,33.0,137.0,4.152
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_TRITC_Day2.png,20.33,15.0,52.0,3.467
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_FITC_Day0.png,29.26,14.0,116.0,8.286
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_FITC_Day1.png,16.74,9.0,53.0,5.889
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_FITC_Day2.png,42.95,33.0,108.0,3.273
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_TRITC_Day0.png,20.63,11.0,77.0,7.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_TRITC_Day1.png,43.44,24.0,148.0,6.167
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_TRITC_Day2.png,16.24,12.0,37.0,3.083
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_FITC_Day0.png,11.63,8.0,35.0,4.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_FITC_Day1.png,28.81,23.0,73.0,3.174
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_FITC_Day2.png,29.78,25.0,62.0,2.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_TRITC_Day0.png,27.18,24.0,48.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_TRITC_Day1.png,57.4,55.0,94.0,1.709
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_TRITC_Day2.png,47.3,46.0,74.0,1.609
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_FITC_Day0.png,10.12,8.0,21.0,2.625
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_FITC_Day1.png,20.72,15.0,52.0,3.467
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_FITC_Day2.png,13.99,10.0,30.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_TRITC_Day0.png,25.46,24.0,37.0,1.542
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_TRITC_Day1.png,44.35,42.0,72.0,1.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_TRITC_Day2.png,27.6,26.0,43.0,1.654
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_FITC_Day0.png,10.93,8.0,27.0,3.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_FITC_Day1.png,14.21,12.0,32.0,2.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_FITC_Day2.png,19.57,16.0,43.0,2.687
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_TRITC_Day0.png,21.84,20.0,37.0,1.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_TRITC_Day1.png,34.85,33.0,53.0,1.606
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_TRITC_Day2.png,45.0,42.0,70.0,1.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_FITC_Day0.png,25.93,20.0,68.0,3.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_FITC_Day1.png,16.43,11.0,43.0,3.909
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_FITC_Day2.png,23.43,20.0,49.0,2.45
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_TRITC_Day0.png,53.35,50.0,91.0,1.82
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_TRITC_Day1.png,32.6,28.0,57.0,2.036
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_TRITC_Day2.png,56.25,55.0,83.0,1.509
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_FITC_Day0.png,14.61,11.0,36.0,3.273
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_FITC_Day1.png,21.86,16.0,63.0,3.937
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_FITC_Day2.png,27.15,18.0,74.0,4.111
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_TRITC_Day0.png,26.5,25.0,44.0,1.76
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_TRITC_Day1.png,43.21,40.0,78.0,1.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_TRITC_Day2.png,47.43,42.0,93.0,2.214
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_FITC_Day0.png,6.65,4.0,16.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_FITC_Day1.png,20.79,13.0,64.0,4.923
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_FITC_Day2.png,27.85,18.0,87.0,4.833
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_TRITC_Day0.png,11.95,10.0,21.0,2.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_TRITC_Day1.png,32.89,27.0,72.0,2.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_TRITC_Day2.png,40.51,33.0,94.0,2.848
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_FITC_Day0.png,13.49,7.0,44.0,6.286
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_FITC_Day1.png,14.66,10.0,42.0,4.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_FITC_Day2.png,21.98,14.0,66.0,4.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_TRITC_Day0.png,20.23,15.0,49.0,3.267
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_TRITC_Day1.png,20.52,17.0,44.0,2.588
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_TRITC_Day2.png,36.58,30.0,75.0,2.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_FITC_Day0.png,12.23,8.0,36.0,4.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_FITC_Day1.png,15.98,10.0,45.0,4.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_FITC_Day2.png,23.28,16.0,64.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_TRITC_Day0.png,21.89,19.0,42.0,2.211
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_TRITC_Day1.png,23.96,19.0,51.0,2.684
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_TRITC_Day2.png,32.46,26.0,71.0,2.731
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_FITC_Day0.png,17.38,14.0,30.0,2.143
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_FITC_Day1.png,15.88,12.0,41.0,3.417
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_FITC_Day2.png,8.27,6.0,18.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_TRITC_Day0.png,48.4,47.0,66.0,1.404
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_TRITC_Day1.png,50.48,48.0,74.0,1.542
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_TRITC_Day2.png,16.93,15.0,28.0,1.867
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site2_FITC_Day0.png,16.24,15.0,26.0,1.733
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site2_FITC_Day1.png,11.92,10.0,25.0,2.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site2_FITC_Day2.png,13.72,11.0,32.0,2.909
